"nome_produto","qtd_vendida","mes","pais","regiao","cidade","Excesso"
"Konbu","13",8,"Austria",NULL,"Graz",True
"Konbu","20",8,"Brazil","RJ","Rio de Janeiro",True
"Konbu","10",8,"Mexico",NULL,"México D.F.",True
"Konbu","12",10,"Germany",NULL,"Brandenburg",True
"Konbu","4",11,"France",NULL,"Reims",True
"Konbu","6",11,"Switzerland",NULL,"Bern",True
"Konbu","18",12,"Germany",NULL,"Aachen",True
"Konbu","20",12,"Germany",NULL,"Brandenburg",True
"Konbu","20",12,"UK","Essex","Colchester",True
"Konbu","10",12,"USA","OR","Elgin",True
"Lakkalikööri","20",1,"France",NULL,"Nantes",True
"Lakkalikööri","34",1,"France",NULL,"Toulouse",True
"Lakkalikööri","21",1,"Sweden",NULL,"Luleå",True
"Lakkalikööri","50",1,"USA","AK","Anchorage",True
"Lakkalikööri","10",2,"Finland",NULL,"Helsinki",True
"Lakkalikööri","18",2,"Sweden",NULL,"Bräcke",True
"Lakkalikööri","10",3,"Argentina",NULL,"Buenos Aires",True
"Lakkalikööri","42",3,"Belgium",NULL,"Charleroi",True
"Lakkalikööri","60",3,"Brazil","SP","Sao Paulo",True
"Lakkalikööri","20",3,"France",NULL,"Versailles",True
"Lakkalikööri","44",3,"Germany",NULL,"Cunewalde",True
"Lakkalikööri","5",3,"Spain",NULL,"Barcelona",True
"Lakkalikööri","6",4,"Belgium",NULL,"Bruxelles",True
"Lakkalikööri","90",4,"Germany",NULL,"Cunewalde",True
"Lakkalikööri","50",4,"Sweden",NULL,"Bräcke",True
"Lakkalikööri","50",5,"Austria",NULL,"Salzburg",True
"Lakkalikööri","2",5,"Switzerland",NULL,"Genève",True
"Lakkalikööri","10",6,"France",NULL,"Strasbourg",True
"Lakkalikööri","10",6,"Germany",NULL,"Leipzig",True
"Lakkalikööri","14",6,"Germany",NULL,"Mannheim",True
"Lakkalikööri","30",6,"USA","NM","Albuquerque",True
"Lakkalikööri","4",7,"Germany",NULL,"Frankfurt a.M.",True
"Lakkalikööri","15",7,"Germany",NULL,"München",True
"Lakkalikööri","10",7,"Portugal",NULL,"Lisboa",True
"Lakkalikööri","80",7,"USA","ID","Boise",True
"Lakkalikööri","35",8,"Germany",NULL,"Brandenburg",True
"Lakkalikööri","33",8,"Germany",NULL,"Cunewalde",True
"Lakkalikööri","10",9,"USA","OR","Portland",True
"Lakkalikööri","15",10,"Germany",NULL,"Berlin",True
"Lakkalikööri","15",10,"Germany",NULL,"Frankfurt a.M.",True
"Lakkalikööri","35",10,"Ireland","Co. Cork","Cork",True
"Lakkalikööri","30",10,"Mexico",NULL,"México D.F.",True
"Lakkalikööri","6",10,"UK","Isle of Wight","Cowes",True
"Lakkalikööri","20",11,"Brazil","SP","Campinas",True
"Lakkalikööri","20",11,"France",NULL,"Marseille",True
"Lakkalikööri","12",11,"Germany",NULL,"Aachen",True
"Lakkalikööri","10",11,"UK","Isle of Wight","Cowes",True
"Lakkalikööri","35",12,"Denmark",NULL,"Århus",True
"Laughing Lumberjack Lager","15",2,"Spain",NULL,"Sevilla",True
"Laughing Lumberjack Lager","15",2,"UK","Essex","Colchester",True
"Laughing Lumberjack Lager","24",3,"France",NULL,"Toulouse",True
"Laughing Lumberjack Lager","40",3,"Italy",NULL,"Bergamo",True
"Laughing Lumberjack Lager","20",4,"Argentina",NULL,"Buenos Aires",True
"Laughing Lumberjack Lager","30",4,"Mexico",NULL,"México D.F.",True
"Laughing Lumberjack Lager","7",5,"USA","OR","Portland",True
"Laughing Lumberjack Lager","5",8,"Germany",NULL,"Frankfurt a.M.",True
"Laughing Lumberjack Lager","25",9,"Germany",NULL,"München",True
"Laughing Lumberjack Lager","3",12,"USA","MT","Butte",True
"Longlife Tofu","20",1,"Belgium",NULL,"Charleroi",False
"Longlife Tofu","15",1,"Germany",NULL,"Cunewalde",False
"Longlife Tofu","30",2,"Canada","Québec","Montréal",False
"Longlife Tofu","16",3,"Venezuela","Táchira","San Cristóbal",False
"Longlife Tofu","20",4,"Poland",NULL,"Warszawa",False
"Longlife Tofu","36",7,"Austria",NULL,"Graz",False
"Longlife Tofu","21",7,"Switzerland",NULL,"Bern",False
"Longlife Tofu","5",11,"Italy",NULL,"Torino",False
"Longlife Tofu","50",12,"Austria",NULL,"Graz",False
"Longlife Tofu","35",12,"Finland",NULL,"Oulu",False
"Longlife Tofu","15",12,"France",NULL,"Lyon",False
"Longlife Tofu","20",12,"Switzerland",NULL,"Bern",False
"Longlife Tofu","14",12,"Venezuela","Lara","Barquisimeto",False
"Louisiana Fiery Hot Pepper Sauce","15",1,"USA","AK","Anchorage",True
"Louisiana Fiery Hot Pepper Sauce","20",1,"USA","NM","Albuquerque",True
"Louisiana Fiery Hot Pepper Sauce","56",2,"Brazil","RJ","Rio de Janeiro",True
"Louisiana Fiery Hot Pepper Sauce","10",2,"Finland",NULL,"Helsinki",True
"Louisiana Fiery Hot Pepper Sauce","28",2,"Germany",NULL,"Cunewalde",True
"Louisiana Fiery Hot Pepper Sauce","21",2,"Spain",NULL,"Sevilla",True
"Louisiana Fiery Hot Pepper Sauce","12",2,"USA","CA","San Francisco",True
"Louisiana Fiery Hot Pepper Sauce","39",4,"Austria",NULL,"Graz",True
"Louisiana Fiery Hot Pepper Sauce","15",4,"France",NULL,"Toulouse",True
"Louisiana Fiery Hot Pepper Sauce","20",4,"Ireland","Co. Cork","Cork",True
"Louisiana Fiery Hot Pepper Sauce","21",4,"UK",NULL,"London",True
"Louisiana Fiery Hot Pepper Sauce","36",5,"Brazil","RJ","Rio de Janeiro",True
"Louisiana Fiery Hot Pepper Sauce","30",6,"Germany",NULL,"Köln",True
"Louisiana Fiery Hot Pepper Sauce","12",7,"Austria",NULL,"Salzburg",True
"Louisiana Fiery Hot Pepper Sauce","15",7,"Brazil","RJ","Rio de Janeiro",True
"Louisiana Fiery Hot Pepper Sauce","20",7,"France",NULL,"Lyon",True
"Louisiana Fiery Hot Pepper Sauce","21",8,"Venezuela","Nueva Esparta","I. de Margarita",True
"Louisiana Fiery Hot Pepper Sauce","12",9,"France",NULL,"Nantes",True
"Louisiana Fiery Hot Pepper Sauce","15",9,"Portugal",NULL,"Lisboa",True
"Louisiana Fiery Hot Pepper Sauce","30",9,"Spain",NULL,"Sevilla",True
"Louisiana Fiery Hot Pepper Sauce","10",9,"Switzerland",NULL,"Genève",True
"Louisiana Fiery Hot Pepper Sauce","65",10,"Austria",NULL,"Graz",True
"Louisiana Fiery Hot Pepper Sauce","40",10,"Portugal",NULL,"Lisboa",True
"Louisiana Fiery Hot Pepper Sauce","10",11,"Austria",NULL,"Graz",True
"Louisiana Fiery Hot Pepper Sauce","15",11,"Denmark",NULL,"Århus",True
"Louisiana Fiery Hot Pepper Sauce","10",11,"France",NULL,"Marseille",True
"Louisiana Fiery Hot Pepper Sauce","40",11,"Ireland","Co. Cork","Cork",True
"Louisiana Fiery Hot Pepper Sauce","5",11,"Spain",NULL,"Barcelona",True
"Louisiana Fiery Hot Pepper Sauce","20",12,"Brazil","RJ","Rio de Janeiro",True
"Louisiana Fiery Hot Pepper Sauce","2",12,"France",NULL,"Lyon",True
"Louisiana Fiery Hot Pepper Sauce","80",12,"Germany",NULL,"Cunewalde",True
"Louisiana Hot Spiced Okra","60",2,"Austria",NULL,"Graz",False
"Louisiana Hot Spiced Okra","60",3,"Belgium",NULL,"Charleroi",False
"Louisiana Hot Spiced Okra","10",4,"France",NULL,"Toulouse",False
"Louisiana Hot Spiced Okra","24",5,"UK",NULL,"London",False
"Louisiana Hot Spiced Okra","1",5,"USA","NM","Albuquerque",False
"Louisiana Hot Spiced Okra","30",9,"Italy",NULL,"Bergamo",False
"Louisiana Hot Spiced Okra","4",9,"Mexico",NULL,"México D.F.",False
"Louisiana Hot Spiced Okra","50",12,"Sweden",NULL,"Bräcke",False
"Manjimup Dried Apples","4",1,"France",NULL,"Lyon",True
"Manjimup Dried Apples","3",1,"France",NULL,"Nantes",True
"Manjimup Dried Apples","6",1,"USA","WY","Lander",True
"Manjimup Dried Apples","2",2,"Poland",NULL,"Warszawa",True
"Manjimup Dried Apples","8",3,"Germany",NULL,"Mannheim",True
"Manjimup Dried Apples","40",3,"Spain",NULL,"Sevilla",True
"Manjimup Dried Apples","10",3,"Sweden",NULL,"Bräcke",True
"Manjimup Dried Apples","21",3,"UK",NULL,"London",True
"Manjimup Dried Apples","16",3,"USA","AK","Anchorage",True
"Manjimup Dried Apples","25",3,"Venezuela","Táchira","San Cristóbal",True
"Manjimup Dried Apples","24",4,"Canada","BC","Tsawassen",True
"Manjimup Dried Apples","44",4,"Germany",NULL,"Cunewalde",True
"Manjimup Dried Apples","15",4,"Germany",NULL,"Köln",True
"Manjimup Dried Apples","10",4,"Italy",NULL,"Torino",True
"Manjimup Dried Apples","20",4,"Mexico",NULL,"México D.F.",True
"Manjimup Dried Apples","20",4,"Venezuela","Táchira","San Cristóbal",True
"Manjimup Dried Apples","48",5,"Germany",NULL,"Cunewalde",True
"Manjimup Dried Apples","6",5,"Switzerland",NULL,"Genève",True
"Manjimup Dried Apples","3",6,"Ireland","Co. Cork","Cork",True
"Manjimup Dried Apples","50",6,"Sweden",NULL,"Bräcke",True
"Manjimup Dried Apples","20",6,"UK","Essex","Colchester",True
"Manjimup Dried Apples","20",6,"USA","ID","Boise",True
"Manjimup Dried Apples","35",7,"Brazil","RJ","Rio de Janeiro",True
"Manjimup Dried Apples","40",7,"Germany",NULL,"Münster",True
"Manjimup Dried Apples","2",8,"Brazil","RJ","Rio de Janeiro",True
"Manjimup Dried Apples","15",8,"France",NULL,"Lille",True
"Manjimup Dried Apples","20",9,"France",NULL,"Marseille",True
"Manjimup Dried Apples","20",9,"USA","OR","Portland",True
"Manjimup Dried Apples","7",10,"Argentina",NULL,"Buenos Aires",True
"Manjimup Dried Apples","28",10,"Brazil","SP","Campinas",True
"Manjimup Dried Apples","48",10,"Ireland","Co. Cork","Cork",True
"Manjimup Dried Apples","20",11,"France",NULL,"Marseille",True
"Manjimup Dried Apples","30",11,"Switzerland",NULL,"Bern",True
"Manjimup Dried Apples","120",12,"Austria",NULL,"Graz",True
"Manjimup Dried Apples","30",12,"Denmark",NULL,"Kobenhavn",True
"Manjimup Dried Apples","18",12,"Portugal",NULL,"Lisboa",True
"Manjimup Dried Apples","28",12,"Sweden",NULL,"Bräcke",True
"Manjimup Dried Apples","10",12,"UK",NULL,"London",True
"Mascarpone Fabioli","20",1,"Italy",NULL,"Bergamo",False
"Mascarpone Fabioli","6",2,"Argentina",NULL,"Buenos Aires",False
"Mascarpone Fabioli","35",3,"Ireland","Co. Cork","Cork",False
"Mascarpone Fabioli","20",4,"Austria",NULL,"Salzburg",False
"Mascarpone Fabioli","65",4,"Germany",NULL,"Stuttgart",False
"Mascarpone Fabioli","50",4,"Venezuela","Lara","Barquisimeto",False
"Mascarpone Fabioli","24",5,"UK",NULL,"London",False
"Mascarpone Fabioli","1",5,"USA","NM","Albuquerque",False
"Mascarpone Fabioli","10",6,"Sweden",NULL,"Luleå",False
"Mascarpone Fabioli","6",7,"Austria",NULL,"Graz",False
"Mascarpone Fabioli","40",9,"USA","NM","Albuquerque",False
"Mascarpone Fabioli","6",10,"Ireland","Co. Cork","Cork",False
"Mascarpone Fabioli","4",10,"Venezuela","Táchira","San Cristóbal",False
"Mascarpone Fabioli","10",11,"Mexico",NULL,"México D.F.",False
"Maxilaku","30",1,"Italy",NULL,"Bergamo",False
"Maxilaku","30",1,"UK",NULL,"London",False
"Maxilaku","42",2,"Brazil","SP","Sao Paulo",False
"Maxilaku","10",2,"Finland",NULL,"Helsinki",False
"Maxilaku","21",2,"Germany",NULL,"Brandenburg",False
"Maxilaku","15",2,"Sweden",NULL,"Luleå",False
"Maxilaku","20",2,"USA","ID","Boise",False
"Maxilaku","24",3,"Brazil","RJ","Rio de Janeiro",False
"Maxilaku","40",3,"Germany",NULL,"Münster",False
"Maxilaku","28",3,"Italy",NULL,"Reggio Emilia",False
"Maxilaku","2",4,"Argentina",NULL,"Buenos Aires",False
"Maxilaku","25",4,"Venezuela","Lara","Barquisimeto",False
"Maxilaku","60",4,"Venezuela","Nueva Esparta","I. de Margarita",False
"Maxilaku","6",5,"UK",NULL,"London",False
"Maxilaku","40",7,"Brazil","RJ","Rio de Janeiro",False
"Maxilaku","43",7,"USA","ID","Boise",False
"Maxilaku","15",8,"Brazil","SP","Sao Paulo",False
"Maxilaku","30",9,"Mexico",NULL,"México D.F.",False
"Maxilaku","35",11,"France",NULL,"Strasbourg",False
"Maxilaku","4",12,"UK",NULL,"London",False
"Mishi Kobe Niku","20",1,"Brazil","SP","Resende",True
"Mishi Kobe Niku","3",1,"UK",NULL,"London",True
"Mishi Kobe Niku","16",4,"Germany",NULL,"Cunewalde",True
"Mishi Kobe Niku","50",9,"Ireland","Co. Cork","Cork",True
"Mishi Kobe Niku","6",10,"USA","WA","Seattle",True
"Mozzarella di Giovanni","15",1,"Brazil","SP","Sao Paulo",True
"Mozzarella di Giovanni","40",1,"Italy",NULL,"Reggio Emilia",True
"Mozzarella di Giovanni","40",2,"France",NULL,"Lyon",True
"Mozzarella di Giovanni","10",2,"UK",NULL,"London",True
"Mozzarella di Giovanni","5",3,"Argentina",NULL,"Buenos Aires",True
"Mozzarella di Giovanni","16",3,"France",NULL,"Marseille",True
"Mozzarella di Giovanni","10",3,"Mexico",NULL,"México D.F.",True
"Mozzarella di Giovanni","20",3,"UK",NULL,"London",True
"Mozzarella di Giovanni","50",3,"USA","ID","Boise",True
"Mozzarella di Giovanni","35",4,"Germany",NULL,"Cunewalde",True
"Mozzarella di Giovanni","25",4,"Germany",NULL,"Frankfurt a.M.",True
"Mozzarella di Giovanni","2",4,"USA","OR","Portland",True
"Mozzarella di Giovanni","24",5,"Sweden",NULL,"Bräcke",True
"Mozzarella di Giovanni","21",5,"Switzerland",NULL,"Genève",True
"Mozzarella di Giovanni","1",5,"UK",NULL,"London",True
"Mozzarella di Giovanni","9",5,"USA","OR","Eugene",True
"Mozzarella di Giovanni","24",6,"Denmark",NULL,"Kobenhavn",True
"Mozzarella di Giovanni","30",6,"Germany",NULL,"Leipzig",True
"Mozzarella di Giovanni","5",7,"France",NULL,"Reims",True
"Mozzarella di Giovanni","12",7,"USA","ID","Boise",True
"Mozzarella di Giovanni","20",7,"USA","WA","Seattle",True
"Mozzarella di Giovanni","4",7,"Venezuela","DF","Caracas",True
"Mozzarella di Giovanni","15",8,"Belgium",NULL,"Bruxelles",True
"Mozzarella di Giovanni","7",8,"France",NULL,"Reims",True
"Mozzarella di Giovanni","24",8,"USA","NM","Albuquerque",True
"Mozzarella di Giovanni","3",8,"Venezuela","Lara","Barquisimeto",True
"Mozzarella di Giovanni","60",8,"Venezuela","Nueva Esparta","I. de Margarita",True
"Mozzarella di Giovanni","20",9,"France",NULL,"Strasbourg",True
"Mozzarella di Giovanni","40",10,"Germany",NULL,"Brandenburg",True
"Mozzarella di Giovanni","25",10,"Germany",NULL,"München",True
"Mozzarella di Giovanni","25",10,"Venezuela","Lara","Barquisimeto",True
"Mozzarella di Giovanni","35",11,"Canada","BC","Tsawassen",True
"Mozzarella di Giovanni","7",11,"Germany",NULL,"Cunewalde",True
"Mozzarella di Giovanni","24",12,"Austria",NULL,"Graz",True
"Mozzarella di Giovanni","42",12,"Brazil","SP","Sao Paulo",True
"Mozzarella di Giovanni","21",12,"Germany",NULL,"München",True
"Mozzarella di Giovanni","30",12,"Italy",NULL,"Bergamo",True
"Mozzarella di Giovanni","10",12,"UK","Isle of Wight","Cowes",True
"Nord-Ost Matjeshering","20",1,"Brazil","SP","Sao Paulo",False
"Nord-Ost Matjeshering","18",1,"USA","NM","Albuquerque",False
"Nord-Ost Matjeshering","35",2,"Germany",NULL,"Brandenburg",False
"Nord-Ost Matjeshering","15",2,"Germany",NULL,"Frankfurt a.M.",False
"Nord-Ost Matjeshering","36",2,"Ireland","Co. Cork","Cork",False
"Nord-Ost Matjeshering","40",2,"Sweden",NULL,"Luleå",False
"Nord-Ost Matjeshering","28",2,"Venezuela","Lara","Barquisimeto",False
"Nord-Ost Matjeshering","8",3,"Germany",NULL,"Brandenburg",False
"Nord-Ost Matjeshering","1",3,"Spain",NULL,"Madrid",False
"Nord-Ost Matjeshering","30",3,"Venezuela","Táchira","San Cristóbal",False
"Nord-Ost Matjeshering","20",4,"Germany",NULL,"Frankfurt a.M.",False
"Nord-Ost Matjeshering","15",4,"Norway",NULL,"Stavern",False
"Nord-Ost Matjeshering","10",5,"Germany",NULL,"Frankfurt a.M.",False
"Nord-Ost Matjeshering","10",5,"Sweden",NULL,"Luleå",False
"Nord-Ost Matjeshering","15",5,"UK",NULL,"London",False
"Nord-Ost Matjeshering","4",5,"Venezuela","Lara","Barquisimeto",False
"Nord-Ost Matjeshering","20",6,"Germany",NULL,"München",False
"Nord-Ost Matjeshering","60",7,"Austria",NULL,"Graz",False
"Nord-Ost Matjeshering","30",8,"Brazil","SP","Sao Paulo",False
"Nord-Ost Matjeshering","6",8,"Spain",NULL,"Madrid",False
"Nord-Ost Matjeshering","2",9,"Brazil","SP","Campinas",False
"Nord-Ost Matjeshering","10",9,"Spain",NULL,"Madrid",False
"Nord-Ost Matjeshering","35",10,"Sweden",NULL,"Bräcke",False
"Nord-Ost Matjeshering","15",10,"USA","AK","Anchorage",False
"Nord-Ost Matjeshering","3",10,"USA","CA","San Francisco",False
"Nord-Ost Matjeshering","8",10,"USA","WY","Lander",False
"Nord-Ost Matjeshering","15",11,"Brazil","SP","Campinas",False
"Nord-Ost Matjeshering","15",11,"Brazil","SP","Sao Paulo",False
"Nord-Ost Matjeshering","30",11,"Switzerland",NULL,"Genève",False
"Nord-Ost Matjeshering","15",12,"Brazil","SP","Sao Paulo",False
"Nord-Ost Matjeshering","25",12,"Denmark",NULL,"Kobenhavn",False
"Nord-Ost Matjeshering","18",12,"Ireland","Co. Cork","Cork",False
"Northwoods Cranberry Sauce","20",1,"UK","Isle of Wight","Cowes",True
"Northwoods Cranberry Sauce","30",2,"Germany",NULL,"Brandenburg",True
"Northwoods Cranberry Sauce","20",3,"Belgium",NULL,"Bruxelles",True
"Northwoods Cranberry Sauce","16",3,"Canada","BC","Tsawassen",True
"Northwoods Cranberry Sauce","10",4,"France",NULL,"Marseille",True
"Northwoods Cranberry Sauce","24",4,"Germany",NULL,"Frankfurt a.M.",True
"Northwoods Cranberry Sauce","30",4,"Portugal",NULL,"Lisboa",True
"Northwoods Cranberry Sauce","2",5,"USA","NM","Albuquerque",True
"Northwoods Cranberry Sauce","40",10,"Brazil","SP","Campinas",True
"Northwoods Cranberry Sauce","10",10,"Finland",NULL,"Helsinki",True
"Northwoods Cranberry Sauce","70",11,"Germany",NULL,"Cunewalde",True
"Northwoods Cranberry Sauce","70",11,"USA","WA","Seattle",True
"Northwoods Cranberry Sauce","30",12,"Brazil","SP","Sao Paulo",True
"NuNuCa Nuß-Nougat-Creme","10",1,"Brazil","RJ","Rio de Janeiro",True
"NuNuCa Nuß-Nougat-Creme","5",1,"Canada","BC","Vancouver",True
"NuNuCa Nuß-Nougat-Creme","20",1,"France",NULL,"Lyon",True
"NuNuCa Nuß-Nougat-Creme","10",1,"France",NULL,"Toulouse",True
"NuNuCa Nuß-Nougat-Creme","6",1,"Venezuela","Nueva Esparta","I. de Margarita",True
"NuNuCa Nuß-Nougat-Creme","5",2,"Spain",NULL,"Barcelona",True
"NuNuCa Nuß-Nougat-Creme","12",3,"Italy",NULL,"Bergamo",True
"NuNuCa Nuß-Nougat-Creme","24",3,"Venezuela","Nueva Esparta","I. de Margarita",True
"NuNuCa Nuß-Nougat-Creme","60",4,"Canada","BC","Tsawassen",True
"NuNuCa Nuß-Nougat-Creme","18",4,"Germany",NULL,"Brandenburg",True
"NuNuCa Nuß-Nougat-Creme","15",4,"Venezuela","Táchira","San Cristóbal",True
"NuNuCa Nuß-Nougat-Creme","4",10,"Germany",NULL,"Brandenburg",True
"NuNuCa Nuß-Nougat-Creme","10",11,"Brazil","SP","Sao Paulo",True
"NuNuCa Nuß-Nougat-Creme","50",11,"France",NULL,"Marseille",True
"NuNuCa Nuß-Nougat-Creme","12",12,"Belgium",NULL,"Bruxelles",True
"NuNuCa Nuß-Nougat-Creme","15",12,"Brazil","SP","Resende",True
"NuNuCa Nuß-Nougat-Creme","7",12,"USA","ID","Boise",True
"NuNuCa Nuß-Nougat-Creme","35",12,"USA","NM","Albuquerque",True
"Original Frankfurter grüne Soße","15",1,"Belgium",NULL,"Charleroi",True
"Original Frankfurter grüne Soße","10",1,"Brazil","RJ","Rio de Janeiro",True
"Original Frankfurter grüne Soße","35",1,"Denmark",NULL,"Kobenhavn",True
"Original Frankfurter grüne Soße","2",1,"Germany",NULL,"Berlin",True
"Original Frankfurter grüne Soße","20",1,"Italy",NULL,"Reggio Emilia",True
"Original Frankfurter grüne Soße","15",1,"Venezuela","Lara","Barquisimeto",True
"Original Frankfurter grüne Soße","25",2,"Belgium",NULL,"Charleroi",True
"Original Frankfurter grüne Soße","40",2,"Brazil","RJ","Rio de Janeiro",True
"Original Frankfurter grüne Soße","55",2,"Germany",NULL,"Cunewalde",True
"Original Frankfurter grüne Soße","15",3,"Argentina",NULL,"Buenos Aires",True
"Original Frankfurter grüne Soße","40",3,"Denmark",NULL,"Århus",True
"Original Frankfurter grüne Soße","15",3,"Germany",NULL,"München",True
"Original Frankfurter grüne Soße","7",3,"Portugal",NULL,"Lisboa",True
"Original Frankfurter grüne Soße","30",3,"USA","WA","Seattle",True
"Original Frankfurter grüne Soße","5",4,"Canada","BC","Vancouver",True
"Original Frankfurter grüne Soße","25",4,"Germany",NULL,"Frankfurt a.M.",True
"Original Frankfurter grüne Soße","21",4,"Germany",NULL,"Köln",True
"Original Frankfurter grüne Soße","10",4,"Italy",NULL,"Torino",True
"Original Frankfurter grüne Soße","18",4,"Norway",NULL,"Stavern",True
"Original Frankfurter grüne Soße","30",4,"USA","NM","Albuquerque",True
"Original Frankfurter grüne Soße","28",5,"Brazil","SP","Sao Paulo",True
"Original Frankfurter grüne Soße","10",5,"Germany",NULL,"Köln",True
"Original Frankfurter grüne Soße","2",5,"USA","NM","Albuquerque",True
"Original Frankfurter grüne Soße","18",6,"USA","WA","Kirkland",True
"Original Frankfurter grüne Soße","20",7,"Brazil","RJ","Rio de Janeiro",True
"Original Frankfurter grüne Soße","12",7,"Brazil","SP","Resende",True
"Original Frankfurter grüne Soße","60",7,"Canada","Québec","Montréal",True
"Original Frankfurter grüne Soße","5",7,"Denmark",NULL,"Århus",True
"Original Frankfurter grüne Soße","15",7,"Venezuela","Táchira","San Cristóbal",True
"Original Frankfurter grüne Soße","10",8,"Brazil","SP","Sao Paulo",True
"Original Frankfurter grüne Soße","35",8,"Ireland","Co. Cork","Cork",True
"Original Frankfurter grüne Soße","70",9,"Germany",NULL,"Cunewalde",True
"Original Frankfurter grüne Soße","30",10,"Brazil","RJ","Rio de Janeiro",True
"Original Frankfurter grüne Soße","7",11,"Denmark",NULL,"Århus",True
"Original Frankfurter grüne Soße","5",11,"Spain",NULL,"Barcelona",True
"Original Frankfurter grüne Soße","2",11,"USA","CA","San Francisco",True
"Original Frankfurter grüne Soße","14",12,"Denmark",NULL,"Århus",True
"Original Frankfurter grüne Soße","15",12,"Venezuela","Lara","Barquisimeto",True
"Outback Lager","30",1,"Belgium",NULL,"Charleroi",False
"Outback Lager","8",1,"Brazil","SP","Resende",False
"Outback Lager","5",1,"Canada","BC","Vancouver",False
"Outback Lager","30",1,"France",NULL,"Lyon",False
"Outback Lager","4",1,"France",NULL,"Versailles",False
"Outback Lager","12",1,"Mexico",NULL,"México D.F.",False
"Outback Lager","9",1,"Sweden",NULL,"Bräcke",False
"Outback Lager","6",1,"USA","WA","Kirkland",False
"Outback Lager","30",2,"Belgium",NULL,"Charleroi",False
"Outback Lager","3",2,"Brazil","SP","Resende",False
"Outback Lager","50",2,"Sweden",NULL,"Bräcke",False
"Outback Lager","25",2,"UK","Essex","Colchester",False
"Outback Lager","60",3,"Venezuela","Nueva Esparta","I. de Margarita",False
"Outback Lager","12",3,"Venezuela","Táchira","San Cristóbal",False
"Outback Lager","30",4,"Austria",NULL,"Graz",False
"Outback Lager","14",4,"Germany",NULL,"Brandenburg",False
"Outback Lager","20",4,"Germany",NULL,"Cunewalde",False
"Outback Lager","12",4,"Italy",NULL,"Reggio Emilia",False
"Outback Lager","4",4,"Spain",NULL,"Sevilla",False
"Outback Lager","9",4,"UK",NULL,"London",False
"Outback Lager","7",5,"UK",NULL,"London",False
"Outback Lager","20",7,"France",NULL,"Strasbourg",False
"Outback Lager","21",7,"Germany",NULL,"Köln",False
"Outback Lager","15",7,"USA","OR","Eugene",False
"Outback Lager","15",8,"Germany",NULL,"Stuttgart",False
"Outback Lager","20",8,"UK","Isle of Wight","Cowes",False
"Outback Lager","20",9,"Brazil","RJ","Rio de Janeiro",False
"Outback Lager","40",9,"Brazil","SP","Sao Paulo",False
"Outback Lager","5",9,"Mexico",NULL,"México D.F.",False
"Outback Lager","30",9,"UK","Isle of Wight","Cowes",False
"Outback Lager","8",10,"Austria",NULL,"Graz",False
"Outback Lager","50",10,"Germany",NULL,"Cunewalde",False
"Outback Lager","28",10,"UK","Essex","Colchester",False
"Outback Lager","30",10,"Venezuela","Nueva Esparta","I. de Margarita",False
"Outback Lager","40",11,"Switzerland",NULL,"Genève",False
"Outback Lager","30",12,"Canada","BC","Tsawassen",False
"Outback Lager","30",12,"Ireland","Co. Cork","Cork",False
"Outback Lager","35",12,"Venezuela","Lara","Barquisimeto",False
"Pâté chinois","10",1,"France",NULL,"Toulouse",True
"Pâté chinois","120",2,"Germany",NULL,"Cunewalde",True
"Pâté chinois","10",2,"Spain",NULL,"Sevilla",True
"Pâté chinois","30",2,"Sweden",NULL,"Bräcke",True
"Pâté chinois","60",2,"Venezuela","Lara","Barquisimeto",True
"Pâté chinois","25",3,"Belgium",NULL,"Charleroi",True
"Pâté chinois","4",3,"Spain",NULL,"Sevilla",True
"Pâté chinois","30",3,"Venezuela","Nueva Esparta","I. de Margarita",True
"Pâté chinois","2",3,"Venezuela","Táchira","San Cristóbal",True
"Pâté chinois","65",4,"Austria",NULL,"Graz",True
"Pâté chinois","35",4,"Germany",NULL,"Brandenburg",True
"Pâté chinois","6",4,"Sweden",NULL,"Bräcke",True
"Pâté chinois","35",4,"UK",NULL,"London",True
"Pâté chinois","40",4,"USA","ID","Boise",True
"Pâté chinois","14",5,"Belgium",NULL,"Bruxelles",True
"Pâté chinois","4",5,"USA","ID","Boise",True
"Pâté chinois","2",5,"USA","NM","Albuquerque",True
"Pâté chinois","18",6,"France",NULL,"Strasbourg",True
"Pâté chinois","25",6,"USA","NM","Albuquerque",True
"Pâté chinois","20",7,"Brazil","SP","Sao Paulo",True
"Pâté chinois","5",7,"Finland",NULL,"Helsinki",True
"Pâté chinois","21",7,"Switzerland",NULL,"Bern",True
"Pâté chinois","12",8,"Germany",NULL,"Brandenburg",True
"Pâté chinois","20",8,"Sweden",NULL,"Luleå",True
"Pâté chinois","4",9,"Germany",NULL,"Stuttgart",True
"Pâté chinois","6",10,"Brazil","SP","Sao Paulo",True
"Pâté chinois","40",10,"Germany",NULL,"München",True
"Pâté chinois","21",10,"UK","Essex","Colchester",True
"Pâté chinois","12",11,"Brazil","SP","Sao Paulo",True
"Pâté chinois","12",11,"Germany",NULL,"Stuttgart",True
"Pâté chinois","15",12,"Canada","BC","Tsawassen",True
"Pâté chinois","60",12,"Denmark",NULL,"Kobenhavn",True
"Pâté chinois","120",12,"USA","ID","Boise",True
"Pavlova","21",1,"Austria",NULL,"Graz",True
"Pavlova","50",1,"USA","AK","Anchorage",True
